,app,$,val
5477,LOUD on Planet X,price,2.99
5530,Kindergarten Sight Words : High Frequency Words to Increase English Reading Fluency,price,2.99
3014,The Fourth Dimension,price,2.99
4911,My Town : Fashion Show,price,2.99
5089,Atomic Super Lander,price,2.99
5084,Telepaint,price,2.99
3809,Plug & Play,price,2.99
4057,Sabres of Infinity,price,2.99
2425,Toca Cars,price,2.99
3367,Toca Blocks,price,2.99
5582,Open Sorcery,price,2.99
5390,Journey Below,price,2.99
3363,The Guides,price,2.99
1379,Slender Rising,price,2.99
2961,"Tayasui Color, a relaxing coloring book for adults",price,2.99
4603,My Town : Grandparents,price,2.99
4357,Finding Nemo Storybook Deluxe,price,2.99
2096,Toca Kitchen 2,price,2.99
1384,iHandy Translator Pro,price,2.99
6166,Should Shoot,price,2.99
4877,Paintkeep - Turn Photo into Painting,price,2.99
1387,Radiation Island,price,2.99
4054,Time tracker and Invoice - TimeTrack,price,2.99
1928,The Game of Life,price,2.99
3356,Blackthorn Castle,price,2.99
5083,Ice Fishing Derby Premium,price,2.99
3808,"Guitar Suite - Metronome, Tuner, and Chords Library for Guitar, Bass, Ukulele",price,2.99
5391,Dr. Panda Farm,price,2.99
1935,Tom Loves Angela for iPad,price,2.99
1944,Trial Xtreme 2,price,2.99
1943,PodCruncher podcast app - Player and manager for podcasts,price,2.99
5844,Read with Doc: Word Building,price,2.99
1344,Sonic The Hedgehog 4™ Episode II,price,2.99
2088,WaterMinder®,price,2.99
5397,Read4Kids - Kids learn to read in 20 easy lessons,price,2.99
4432,Lightbot : Programming Puzzles,price,2.99
3380,IntroMate - Intro Maker for iMovie,price,2.99
2089,Baby Pics - pregnancy & baby milestone photos,price,2.99
477,I Am T-Pain 2.0,price,2.99
6186,Hit the Button Math,price,2.99
4751,8-Bit RPG Creator,price,2.99
2964,"Dungeons & Such Treasures,Collectibles and Dragons",price,2.99
1355,Five Nights at Freddys 4,price,2.99
4368,Campaign Manager - A Presidential Election Simulation Game,price,2.99
2435,iMaps+ for Google Maps ™ and Street View ™ : Transit and Offline Contacts,price,2.99
7060,SPI言語 【Study Pro】,price,2.99
5394,Peppa Pig: Golden Boots,price,2.99
4360,Doom & Destiny Advanced,price,2.99
5252,Colt Express,price,2.99
1926,iCalendar,price,2.99
5093,The Monsters by Tinybop,price,2.99
4867,OPERATION DRACULA,price,2.99
6144,Pettson's Inventions 3,price,2.99
7043,myINK sketch,price,2.99
6142,Dikie & Dukie: Learn to Read in Spanish HD,price,2.99
6141,Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),price,2.99
2811,HeartWatch. Heart & Activity Monitor for Watch,price,2.99
3337,Papa's Wingeria HD,price,2.99
4685,Star Walk for Kids: Learning Astronomy and Space,price,2.99
4864,Stellarium Mobile Sky Map,price,2.99
3335,Costume Quest,price,2.99
6566,わかる！算数 小学４年【下】 for iPad,price,2.99
3334,Sago Mini Monsters,price,2.99
3333,Blackbar,price,2.99
2395,Packing Pro,price,2.99
4344,The Enchanted Books,price,2.99
2393,Motion Math: Hungry Fish,price,2.99
5103,Pepi House,price,2.99
3331,Skullduggery!,price,2.99
1440,Tempo - Metronome with Setlists,price,2.99
6567,わかる！算数 小学４年【上】 for iPad,price,2.99
2398,My PlayHome School,price,2.99
5384,Smart Baby Shapes: Learning games for toddler kids,price,2.99
3352,THE KING OF FIGHTERS '98,price,2.99
4350,WorkMeOut - Jaber Al-Rasheed,price,2.99
3351,Dr. Panda Daycare,price,2.99
1397,Toca Builders,price,2.99
2409,Pandemic: The Board Game,price,2.99
1400,Rayman Fiesta Run,price,2.99
5590,Red 7 - play Digital Red7 Card Game with Friends,price,2.99
1403,Jelly Defense,price,2.99
6155,Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,price,2.99
770,Map My Run+ - GPS Running & Workout Tracker,price,2.99
5853,Ohajiki Web Browser,price,2.99
6151,Montessori Nature,price,2.99
6556,La radio des enfants : Trop Fort !,price,2.99
1410,AVP: Evolution,price,2.99
5097,Dr. Panda Candy Factory,price,2.99
1412,Warhammer Quest,price,2.99
5854,Talking Santa - Video santa claus calls you,price,2.99
6558,Green Game TimeSwapper,price,2.99
5594,Cognition Game,price,2.99
6559,果罐Pro-通知中心快捷安全启动插件,price,2.99
2402,Stock Market HD: Real Time Stocks Tracker + Forex,price,2.99
803,"Sleep Pillow Sounds: white noise, rain, ocean, fan",price,2.99
4887,Littlebook - for Facebook on Watch,price,2.99
5562,Trans4motor - Universal Engine Simulator,price,2.99
4404,One Button Travel,price,2.99
5828,Shopkins: Top Trumps,price,2.99
3443,"Abby Monkey® Basic Skills: Preschool and Kindergarten Kids Educational Early Learning Adventure Games.▫ TeachMe Counting, Colors, Alphabet, Math, Numbers, Shapes Sorting, Patterns, Puzzles, Learn to Read Letters for Toddler Children",price,2.99
3442,Papa's Cupcakeria HD,price,2.99
5415,Space by Tinybop,price,2.99
5830,Pyware 3D Viewer,price,2.99
2492,Calculator ∞,price,2.99
4406,The Lost Heir 2: Forging a Kingdom,price,2.99
5046,Hunting Simulator,price,2.99
4900,Raildale - Railroad & Railway Building Game,price,2.99
2478,Halo: Spartan Strike,price,2.99
3763,Haunted Manor 2 - The Horror behind the Mystery - FULL (Christmas Edition),price,2.99
5544,Goosebumps Night of Scares.,price,2.99
2771,har•mo•ny 3,price,2.99
4593,myHAC - Home Access Center,price,2.99
6512,A high end tuner for all instruments!@Tuner,price,2.99
836,Fieldrunners 2,price,2.99
4895,Cookie Monster's Challenge,price,2.99
3428,12 Minute Athlete HIIT Workouts,price,2.99
4590,Partly Sunny - Weather Forecasts,price,2.99
2970,_PRISM,price,2.99
3020,Cloud Video Player Pro - Play Videos from Cloud,price,2.99
865,Carnivores: Ice Age Pro,price,2.99
2755,Rules!,price,2.99
5532,Snot & Fluff - A Space Adventure,price,2.99
3462,Home - A Unique Horror Adventure,price,2.99
392,Bloons TD 5,price,2.99
4577,Changes - Face Tracker,price,2.99
3456,Dr. Panda's Airport,price,2.99
1252,Calculator Pro for iPad - Scientific Calculator,price,2.99
3455,FOTONICA,price,2.99
6249,Theory Test for Car Drivers - Driving Test Success,price,2.99
4083,Cartoon Network Superstar Soccer: Goal!!! – Multiplayer Sports Game Starring Your Favorite Characters,price,2.99
3741,SnowCast - See how much snowfall you could get,price,2.99
3743,The Lost Heir: The Fall of Daria,price,2.99
4909,RunGunJumpGun,price,2.99
1969,Max Payne Mobile,price,2.99
5266,Sesame Street Alphabet Kitchen,price,2.99
6243,NOT ALONE - Story of a bird,price,2.99
4907,My Town : Preschool,price,2.99
5260,Me by Tinybop,price,2.99
1286,InstaLogo Logo Creator - Graphic design maker,price,2.99
2151,Toca Life: School,price,2.99
3420,Toca Pet Doctor,price,2.99
5068,My Town : Cinema,price,2.99
4893,Dr. Panda School,price,2.99
6521,Fragment's Note -After Stories-,price,2.99
4717,TEDICT - Learn English with TED Video,price,2.99
1315,Plug for Minecraft PE,price,2.99
4388,AirTycoon 4,price,2.99
5553,Myths of the World: Black Rose - A Hidden Object Adventure (Full),price,2.99
4141,Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds,price,2.99
5066,Bulb Boy,price,2.99
4391,Snail Bob 2 Deluxe,price,2.99
819,Osmos,price,2.99
3412,Dr. Panda Hospital,price,2.99
5065,Daniel Tiger's Stop & Go Potty,price,2.99
4390,Adrian James 6 Pack Abs Workout,price,2.99
4389,Zen Brush 2,price,2.99
1955,Badoo Premium - Meet new people. Extra features.,price,2.99
5059,Dr. Panda's Carnival,price,2.99
7079,TOEIC®テストリスニング360問,price,2.99
1957,Trainz Driver - train driving game and realistic railroad simulator,price,2.99
5561,Dino Tales Jr – storytelling for young minds,price,2.99
4136,The Lost Treasure,price,2.99
828,Duet Game,price,2.99
4066,Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,price,2.99
6219,Fear For Sale: Nightmare Cinema - A Mystery Hidden Object Game (Full),price,2.99
5765,Vandermojis by Lisa Vanderpump,price,1.99
6829,Übungen für einen starken Rücken – GEO WISSEN GESUNDHEIT,price,1.99
2118,ULTIMATE Lucky Block Mod for Minecraft PC Edition Plus MC Pocket Guide,price,1.99
4689,I Keep Having This Dream,price,1.99
4154,ThemeBoss - Live Wallpapers,price,1.99
6866,NZ vs Loons,price,1.99
4724,Pugmoji sticker keyboard by The BatPug,price,1.99
2086,Weblock - AdBlock for apps and websites,price,1.99
2057,GeoBee Challenge HD by National Geographic,price,1.99
2109,Drawing Pad,price,1.99
4160,Cut the Rope,price,1.99
5291,Street Fighter V Official Frame Data App,price,1.99
5301,FUT Wager,price,1.99
5287,Talisman: Horus Heresy,price,1.99
5746,SoundBow,price,1.99
4127,Papa's Cupcakeria To Go!,price,1.99
4720,Microgue,price,1.99
4164,Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,price,1.99
6864,"Oje, ich wachse!",price,1.99
5311,infltr - Infinite Filters,price,1.99
2063,Gin Rummy Pro,price,1.99
2044,Face Swap Live,price,1.99
2084,Calculator HD,price,1.99
5760,Cleanz - Clean up Your Photo Library,price,1.99
5295,WiFox,price,1.99
5756,"Super Spy Girl Salon: Spa, Makeup and Dressup Game",price,1.99
4175,JIFFMOJI,price,1.99
5731,Trick Pix - Magic & Prank Camera,price,1.99
5761,"GameDay College Football Radio - Live Games, Scores, News, Highlights, Videos, Schedule, and Rankings",price,1.99
2974,Beat Stomper,price,1.99
4133,Procraster - Overcome Procrastination,price,1.99
2976,CCW – Concealed Carry 50 State Guide,price,1.99
2073,Elmo Calls,price,1.99
2937,Themeable,price,1.99
4716,Duck Life: Retro Pack,price,1.99
5729,Snowball!!,price,1.99
2080,Block Fortress: War,price,1.99
404,Cat Physics,price,1.99
2131,Topia World Builder,price,1.99
2979,Be Focused Pro - Focus timer & Goal Tracker,price,1.99
5289,Exify - Tools for Photos,price,1.99
2045,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",price,1.99
2053,Goblin Sword,price,1.99
4132,Wild Kratts Creature Power,price,1.99
4192,MyFLO Period Tracker by FLO Living LLC,price,1.99
4185,LightX,price,1.99
2104,The 7 Second Challenge,price,1.99
5750,CR7Selfie,price,1.99
2091,"Forest: Stay focused, be present",price,1.99
2340,The Lost City,price,1.99
5723,Civil War: 1865,price,1.99
4607,Out There Chronicles - Ep. 1,price,1.99
2501,ZENFORMS: Protectors,price,1.99
4589,Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),price,1.99
2504,Math Ninja HD,price,1.99
5537,Timeline Builder: Create Custom Timelines,price,1.99
5535,Face Shape Meter - find out face shape from photo,price,1.99
2758,AJ Jump: Animal Jam Kangaroos!,price,1.99
4574,Aftercut : Background Eraser & Easy Photo Editor,price,1.99
5533,OdellMoji by Odell Beckham Jr.,price,1.99
2528,Monkey Math School Sunshine,price,1.99
4437,Video Compressor,price,1.99
2748,Perchang,price,1.99
5421,The Abandoned,price,1.99
7121,コンテンツブロッカー280 / 最高の広告ブロック 280blocker,price,1.99
2541,Sunny ~ Calm wave & ocean sounds to Sleep Relax Meditate on the beach with rain and sea birds,price,1.99
2547,Dominos Pro,price,1.99
2548,Octagon - A Minimal Arcade Game with Maximum Challenge,price,1.99
5423,Fix My Car: Classic Muscle Mods Mechanic - Junkyard Blitz!,price,1.99
4567,PokeVision Live Radar Alert & Notifications for Pokemon Go Gear,price,1.99
70,Geometry Dash,price,1.99
5424,Hardcore Dirt Bike 2,price,1.99
4449,oh my giraffe,price,1.99
2500,Louvre HD,price,1.99
2495,Can Knockdown 3,price,1.99
4400,Sight Words Ninja - Slicing Game to Learn to Read,price,1.99
2780,Trick Shot,price,1.99
4605,Hunger Games Servers for Minecraft PE (Online),price,1.99
4604,Fix My Car: Custom Mods,price,1.99
5398,Superkick Party,price,1.99
5566,Ice Princess Mermaid Salon: Girls Makeover Games,price,1.99
5564,Puzzlepops!,price,1.99
4378,Uptown & Co. - Vintage Filters & insignias.,price,1.99
4599,Bachify,price,1.99
5559,Drive Simulator 2016,price,1.99
5558,Goo Saga,price,1.99
2467,"Runtastic Squats PRO – Workouts, Trainer & Counter",price,1.99
2483,Real Pool 3D,price,1.99
7083,Verbrechen - echte Polizeifälle aus Deiner Umgebung,price,1.99
5405,The Lost Shield,price,1.99
2471,PicTapGo,price,1.99
5550,ContactsXL 2017,price,1.99
7084,MonPetitGazon,price,1.99
2476,Pumped: BMX,price,1.99
4397,"GameDay Pro Football Radio - Live Games, Scores, Highlights, News, Stats, and Schedules",price,1.99
7091,Mundo Lanugo en Navidad – Juegos Navideños,price,1.99
2481,CHOMP by Christoph Niemann,price,1.99
4451,Paul Pixel - The Awakening,price,1.99
2562,"Thermo-Hygrometer (Barometer, Feels Like, THI)",price,1.99
4453,Precision Ukulele Tuner - with Chords & Metronome,price,1.99
4509,Cheer Updates,price,1.99
4501,Super Powerboy,price,1.99
5440,CreamCam+ auto selfie enhancer,price,1.99
4532,Real Metronome Pro,price,1.99
5466,iLocks - New Lock Screen Wallpapers for iPhone,price,1.99
4505,A Tiny Game of Pong,price,1.99
5463,Mountain Biker,price,1.99
4508,Vector 2 Premium,price,1.99
5462,Civil War: Bloody April,price,1.99
5441,2-bit Cowboy Rides Again,price,1.99
2664,Multiplayer for Minecraft PE Server Pocket Edition,price,1.99
5470,Lacrosse Arena,price,1.99
2665,Noodles!,price,1.99
11,Fruit Ninja Classic,price,1.99
2668,Justmoji,price,1.99
2694,StephMoji by Steph Curry,price,1.99
4513,Cardiograph,price,1.99
5455,Stick Texting – The College Series,price,1.99
7188,中学英文法総復習 パターンで覚える 瞬間英文法,price,1.99
4517,Ask Drift0r (for Call of Duty: Black Ops 3),price,1.99
4520,Filters for iPhone and iPad,price,1.99
4534,Gmojiz,price,1.99
4496,Formulas - Photo Lab Effects and Custom Frames,price,1.99
2566,ToonCamera,price,1.99
5491,Wild Kratts Baby Buddies,price,1.99
5428,Catholic Emoji,price,1.99
4563,It's Tyrannosaurus Rex - Smithsonian Institution,price,1.99
2731,Do Not Press The Red Button HD,price,1.99
2730,LUCKY BLOCK MOD FOR MINECRAFT PC - POCKET GUIDE EDITION,price,1.99
2576,Live Wallpapers for Me - Animated HD Backgrounds,price,1.99
2728,PROmoji,price,1.99
5499,Red Dwarf XI : The Game,price,1.99
4467,仙劍奇俠傳1 DOS懷舊版,price,1.99
5494,PAW Patrol Pups to the Rescue,price,1.99
2603,Catholic Bible,price,1.99
2703,Real Fishing 3D,price,1.99
5488,Electoral 2016 - Create Presidential Election Maps,price,1.99
5485,Journey of 1000 Stars,price,1.99
4550,TimeStamp Photo with GPS Address Location,price,1.99
5483,Rainmaker - The Beautiful Flood,price,1.99
2612,Farming USA,price,1.99
5480,Snoopy Emoji,price,1.99
2708,Able Black,price,1.99
2631,Alarmy Pro (Sleep If U Can) - Alarm Clock,price,1.99
2706,Phrase Party!,price,1.99
2443,Mathmateer®,price,1.99
5396,HealthFace,price,1.99
5721,Flood of Light,price,1.99
4369,Weaphones Antiques: Firearms Simulator,price,1.99
2899,The Mesh,price,1.99
4227,WSwitch for Belkin WeMo,price,1.99
5677,Forecaster: detailed NOAA forecasts,price,1.99
2896,Cape Creator for Minecraft,price,1.99
2244,WeatherPro,price,1.99
2247,Space Agency,price,1.99
2248,Mods for Minecraft PC & Addons for Minecraft PE,price,1.99
5667,Gridiron 2016 College Football Scores & Schedules,price,1.99
5658,Eric Carle’s Brown Bear Animal Parade,price,1.99
4658,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,price,1.99
4253,Maps for Minecraft PE (Mine Maps for Pocket Edition),price,1.99
2270,Small World 2,price,1.99
5655,Superhero Girl Salon: Kids Makeup and Dressup Game,price,1.99
4655,Interact Contacts - Do more with your Contacts!,price,1.99
5652,Fox Tales - Story Book for Kids,price,1.99
6960,オービスガイド - 新型オービス&ネズミ捕り&検問,price,1.99
2285,Draw Rider Plus,price,1.99
4267,Game Studio Tycoon – Become A Game Developer!,price,1.99
2293,AdBlock,price,1.99
6972,Kazehakase fu-ring bank - Tokoname & Nanbu,price,1.99
5641,Relay – Multiple Location Maps,price,1.99
5684,Bret Michaels Emojis + Lyric Keyboard,price,1.99
2215,Bridge Constructor Playground,price,1.99
5688,Web Browser Recorder Pro,price,1.99
312,Videoshop - Video Editor,price,1.99
4683,Mods for Minecraft PC Edition - Mod Installer Pocket Guide,price,1.99
4204,The Tiny Bang Story,price,1.99
5316,Pointless Quiz,price,1.99
5714,SKATEmoji - Keyboard,price,1.99
4210,PAW Patrol Pups to the Rescue HD,price,1.99
5318,Steelers Live GameDay Nation Radio - Pittsburgh Football & Sports App Edition,price,1.99
2175,Move to measure - Flying Ruler,price,1.99
2179,Haunt the House: Terrortown,price,1.99
4678,MadOut Open City,price,1.99
4215,Boating Weather,price,1.99
4673,Evo Explores,price,1.99
5703,Azuki Wave,price,1.99
308,Phase 10 Pro - Play Your Friends!,price,1.99
5327,Dumb Ways JR Boffo's Breakfast,price,1.99
5328,NOAA Hurricane Center,price,1.99
2196,Lifeline: Silent Night,price,1.99
5329,Aurora - Puzzle Adventure,price,1.99
5696,Lucky Block Mod for Minecraft PC Edition - Pocket Guide,price,1.99
5333,LivePapers - Live Wallpapers from your photos,price,1.99
5334,Seattle GameDay Sports Radio – Seahawks and Mariners Edition,price,1.99
4276,CloudApp Mobile,price,1.99
4646,Flow Speed Control ● Professional Edition,price,1.99
2862,"NOAA Snow Forecast - Accurate Winter Weather, Chance of Snowfall & Snowday Prediction",price,1.99
5388,Ninja Boy Adventures - Bomberman edition,price,1.99
7027,メンタルリープのアプリ：ワンダーウィーク（旧：ワンダーウィークス）,price,1.99
7028,Women's Health: 1500 Kalorien Tag,price,1.99
4334,Not Karlton Banks Emojis by Eboticons,price,1.99
7039,Hooty Hoo: Bingo Math,price,1.99
4343,BLUK,price,1.99
5385,ANY GIVEN EMOJI,price,1.99
5592,Gabbymoji,price,1.99
2808,Flowing ~ Meditation & Mindfulness,price,1.99
5387,Speedafari – Speed Up Safari on Slow Connections,price,1.99
5389,"Italian Emoji -  Italian Emojis, Stickers and Gifs",price,1.99
7014,Mon compte pour Free Mobile - Conso & Messagerie,price,1.99
4352,Pocket Aquarium: Craziest Aquarium,price,1.99
156,Where's My Water?,price,1.99
5584,BBC Colouring: Doctor Who,price,1.99
4358,iLive Pix - Spice Up Your Screen.,price,1.99
2421,Super Arc Light,price,1.99
2423,Mindfulness Daily,price,1.99
5581,Baum,price,1.99
5579,Tank Battle: Blitzkrieg,price,1.99
2796,Last Voyage,price,1.99
4329,Wildlife Simulator: Bear,price,1.99
5609,DreamWorks Friends - get ready for the day!,price,1.99
4282,NightCap Camera,price,1.99
2334,"Phone Drive - File Manager, Browser & Explorer",price,1.99
5629,Unicorn Glitterluck - Rainbow Adventure for kids,price,1.99
6984,Refreshinator - Auto Refresh tool for Ticket sites,price,1.99
4641,Dokuro,price,1.99
5357,kubic,price,1.99
5358,Crap! I'm Broke: Out of Pocket,price,1.99
6991,下ヨシ子の「２０１７年　あなたの流生命」,price,1.99
2852,Mods for Minecraft PC & Servers for Minecraft PE,price,1.99
2331,Draw a Stickman: EPIC 2,price,1.99
2848,TRANSPORT MODS for MINECRAFT Pc EDITION,price,1.99
2335,SuperCam_Pro,price,1.99
2358,Desert Golfing,price,1.99
5286,Dinotrux: Trux It Up!,price,1.99
4299,Ellen's Emoji Exploji,price,1.99
4637,MagicBars - HomeScreen Wallpaper With Creativity,price,1.99
4301,Tayasui Blocks,price,1.99
2842,TeachMe: 1st Grade,price,1.99
2840,Oh She Glows - Healthy Plant-Based Recipes,price,1.99
2354,"Union - Combine, Blend, and Edit Photos",price,1.99
2356,Lifeline 2,price,1.99
5366,Little Farmers - Tractors and Harvesters for Kids,price,1.99
5785,Defend Pizzeria Craft Shop,price,1.99
5230,Odd Squad: Blob Chase,price,1.99
2034,LEDit – The LED Banner App,price,1.99
3322,DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,price,1.99
1420,MASH,price,1.99
5100,Focus - RAW Manual Camera with Smart Focus Peaking,price,1.99
6134,The Orchard by HABA - colors & shapes for children,price,1.99
1436,Rocket Video for Google Cast and Chromecast to TV,price,1.99
1437,Tap the Frog,price,1.99
1447,iTheme - Themes for iPhone and iPad,price,1.99
5104,OffRoad Drive Desert,price,1.99
3327,"CollageKing pro - 2 in one (Two applications in one) create Photo and Video collage frame for instagram, vine",price,1.99
4861,Effects Studio,price,1.99
3326,Space Age: A Cosmic Adventure,price,1.99
3323,Draw a Stickman: EPIC,price,1.99
6123,我的密码-极简账号备忘录，安全记录管家,price,1.99
6119,Spoofr — GPS & Location Simulator,price,1.99
5284,Kurumaki Calendar -month scroll calendar-,price,1.99
1466,Chameleon Run,price,1.99
3843,The Impossible Quiz! for iPad,price,1.99
4859,Visionn - Real Time Artistic Photo & Video Effects,price,1.99
1469,Moji Maker™,price,1.99
5112,Fitmoji by Shaun T,price,1.99
4852,TNNS,price,1.99
3858,MacMoji ™  by Conor McGregor,price,1.99
6109,Apestorm: Full Bananas,price,1.99
3861,Color Keyboard Maker - Custom Themes & Emoji,price,1.99
3864,"Little Builders - Trucks, Cranes & Digger for Kids",price,1.99
6105,Wavemoji,price,1.99
6104,The Snowman & The Snowdog Game,price,1.99
3830,Slow Shutter!,price,1.99
3829,SKRWT,price,1.99
3825,Animately - Live Wallpapers,price,1.99
6152,ContactsBook for iPad,price,1.99
5076,Ultrapic,price,1.99
1351,Dragon Hills,price,1.99
3797,"SEC Football Schedules, Scores & Radio",price,1.99
3373,Safari Simulator: Lion,price,1.99
6181,EMOJIZI BOOBA,price,1.99
792,Block Fortress,price,1.99
6180,"DSLR Lens Kit ,RAW files and Dual-lens supported",price,1.99
3801,Rhonna Collage,price,1.99
3804,Flirty Emoji Pro with Stickers Pack for Texting,price,1.99
3372,League of Stickmen VIP Edition,price,1.99
1371,Windy ~ Sleep Relax Meditate & white noise sounds,price,1.99
6544,StageCameraPro - Manners video and photo,price,1.99
784,"NOAA Hi-Def Radar Pro -  Storm Warnings, Hurricane Tracker & Weather Forecast",price,1.99
783,Deemo,price,1.99
4878,Furniture Mod PE,price,1.99
3364,The Wonder Weeks,price,1.99
5090,Omnistat - System Status & Activity Monitor,price,1.99
3812,Math Evolve: A Fun Math Game For Kids,price,1.99
3359,Fingle,price,1.99
5091,PulpMX 2.0,price,1.99
3817,Rusty Lake Hotel,price,1.99
1392,Pako - Car Chase Simulator,price,1.99
1399,SkyView® - Explore the Universe,price,1.99
3348,MuseScore Songbook - Sheet Music,price,1.99
6153,Bullet'nTunes,price,1.99
6103,Fantasy Princess - Girls Makeup & Dress Up Games,price,1.99
3869,ChyMoji by Blac Chyna,price,1.99
4889,Funny Face Pro - 2000+ Stickers Pics Photos Editor,price,1.99
1615,Zip—Zap,price,1.99
5148,Rota Calendar - Work Shift Manager,price,1.99
6045,Custom Cam,price,1.99
3903,Pulling USA,price,1.99
3244,Dr. Panda's Ice Cream Truck,price,1.99
5151,Calculator HD - the missing calculator on your iPad,price,1.99
3906,"Spy Calc - Hide pictures, videos, documents",price,1.99
1600,J23 - Jordan Release Dates and History,price,1.99
3908,Lifeline: Flatline,price,1.99
3233,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,price,1.99
1609,Joe Danger,price,1.99
6029,Fire and Fury: English Civil War,price,1.99
3228,ThemeKit,price,1.99
5157,TankTrouble - Mobile Mayhem,price,1.99
3870,enzo!,price,1.99
6022,Civil War: 1861,price,1.99
3920,ULTRA4 Offroad Racing,price,1.99
5158,KDMOJI,price,1.99
5162,DMBX 2 - Mountain Bike and BMX,price,1.99
3922,iLearn: US States,price,1.99
6017,Money Origami - Learn How to Fold Money,price,1.99
1636,Dark Echo,price,1.99
1637,God of Light,price,1.99
1639,Rubik's® Cube,price,1.99
650,Lifeline...,price,1.99
6648,Xyngular Back Office,price,1.99
3927,Collageable PRO - Photo Collage,price,1.99
1582,Machine World,price,1.99
5146,Bob's Burgers Pinball,price,1.99
3254,Baby Rattle with Child Lock,price,1.99
4826,Dictator 2: Evolution,price,1.99
1506,Lifeline: Whiteout,price,1.99
5117,Black Elements – Use our cool Wallpapers to change the elements on your Home Screen and Lock Screen to another color!,price,1.99
5118,Ummo,price,1.99
3872,PolyFrame - All In One Collage Maker,price,1.99
3298,"Blokus™ – Attack, Block & Defend!",price,1.99
3873,myCardLists Christmas Card Address Label Printing,price,1.99
6599,Starry sky Camera,price,1.99
3292,Pimp Your Sound,price,1.99
1519,BillMinder - Bill Reminder and Organizer,price,1.99
1521,National Geographic World Atlas,price,1.99
1524,Best Skins Creator Pro - for Minecraft PE & PC,price,1.99
6084,Fire Fu,price,1.99
3284,Sometimes You Die,price,1.99
5127,Forged in Battle: Man at Arms,price,1.99
4839,Little Fox Animal Doctor - be a vet,price,1.99
6077,Comblosion,price,1.99
4838,Beyondium,price,1.99
6071,Fold+,price,1.99
1543,Jet Car Stunts,price,1.99
701,Virtual Families,price,1.99
3886,Addon Creator Studio for Minecraft PE,price,1.99
3265,The Font Game,price,1.99
5138,NOAA Hurricane Center HD,price,1.99
3263,Detective Grimoire,price,1.99
1562,Exploding Kittens® - The Official Game,price,1.99
1345,RGB Express - Mini Truck Puzzle,price,1.99
5073,Rubek,price,1.99
1652,"Runtastic Push Ups PRO: Workouts, Trainer, Counter",price,1.99
3684,Linia,price,1.99
954,Bridge Constructor,price,1.99
953,Ice Rage,price,1.99
6344,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,price,1.99
4982,H*nest Meditation,price,1.99
3563,Creatures Mod for Minecraft PC Game Edition - Mods Pocket Guide,price,1.99
1109,TETRIS®,price,1.99
6341,Tricks for iPhone (Pro),price,1.99
4986,"Boston GameDay Radio for Live New England Sports, News, and Music – Patriots and Celtics Edition",price,1.99
6433,Asymmetric,price,1.99
6333,Labo Halloween Car(4+),price,1.99
4990,Hue Halloween for Philips Hue,price,1.99
4992,WRIO Keyboard,price,1.99
4994,Eklips,price,1.99
4921,The Forgotten Room,price,1.99
3687,Krome Studio Service Plus,price,1.99
3538,Stick Texting Emoji Emoticons Killer,price,1.99
6320,"System Status : memory, CPU, network, battery data",price,1.99
3531,AnyFont,price,1.99
1144,Skins Pro Creator for Minecraft,price,1.99
1147,Cytus,price,1.99
5001,Thumbly Keyboard,price,1.99
3690,3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,price,1.99
4926,Ticket Drops,price,1.99
1157,Super Sharp,price,1.99
3520,Authentic Weather,price,1.99
3514,Athletics 2: Summer Sports,price,1.99
1102,Granny Smith,price,1.99
6347,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,price,1.99
963,True Skate,price,1.99
3676,The World Factbook for iPad,price,1.99
3627,Mancala Pro,price,1.99
4955,Fran Bow Chapter 1,price,1.99
6395,Robbiemoji by Robbie Williams,price,1.99
3622,FURNITURE MOD FOR MINECRAFT EDITION PC GAME - POCKET GUIDE,price,1.99
1032,Drop Flip,price,1.99
1005,Skip-Bo™ Pro - The Classic Family Card Game,price,1.99
3614,PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT,price,1.99
3643,LVL,price,1.99
996,Catan HD,price,1.99
3610,Frax HD - The First Realtime Immersive Fractals,price,1.99
3602,Harvest - Select the Best Produce,price,1.99
4966,Circa Infinity,price,1.99
1055,Monkey Preschool Lunchbox,price,1.99
994,360 Panorama,price,1.99
3593,KEVMOJI by Kevin Hart,price,1.99
3592,"""Burn your fat with me!!""",price,1.99
990,Sprinkle: Water splashing fire fighting fun!,price,1.99
