Tree,Latitude,Longitude,Year
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
California live oak,33.627308,-117.555656,2014
Oregon white oak,38.226364,-122.653343,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,32.929771,-116.557617,2014
California live oak,37.360123,-122.128151,2014
California live oak,37.360123,-122.128151,2014
California live oak,37.360123,-122.128151,2014
California live oak,37.360123,-122.128151,2014
California live oak,38.456081,-122.720764,2014
California live oak,38.456081,-122.720764,2014
California live oak,38.456081,-122.720764,2014
California live oak,38.456898,-122.720779,2014
California live oak,38.456898,-122.720779,2014
California live oak,38.458218,-122.721207,2014
California live oak,38.458218,-122.721207,2014
California live oak,38.458218,-122.721207,2014
California black oak,37.747635,-119.594406,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
valley oak,39.732826,-121.833267,2014
blue oak,39.732826,-121.833267,2014
valley oak,39.736481,-121.827835,2014
California black oak,38.226364,-122.653343,2014
California black oak,38.226364,-122.653343,2014
California black oak,38.226364,-122.653343,2014
California black oak,38.226364,-122.653343,2014
California live oak,38.226364,-122.653343,2014
California live oak,38.226364,-122.653343,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
California live oak,33.628738,-117.555573,2014
white oak,39.289673,-123.373718,2015
white oak,39.289673,-123.373718,2015
white oak,39.289673,-123.373718,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.0312,-118.811821,2015
California live oak,34.11578,-118.757507,2015
California live oak,34.11578,-118.757507,2015
California live oak,34.11578,-118.757507,2015
California live oak,34.118164,-118.759033,2015
California live oak,34.118164,-118.759033,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.119007,-118.760071,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
California live oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.156467,-118.73069,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
California live oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.159077,-118.726082,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160709,-118.726067,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.160259,-118.723999,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.16449,-118.723801,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.166229,-118.723579,2015
valley oak,34.167473,-118.723244,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
California live oak,34.173267,-118.724113,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
valley oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
California live oak,34.173702,-118.724167,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.491329,-118.824944,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.49078,-118.825615,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
blue oak,36.491302,-118.826218,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
California live oak,34.149364,-118.960472,2015
